subject,body,spam
🔥 Hot Stock Alert! 762% Growth Potential!,Invest in the hottest stock of the year! Experts predict a 898% increase in just 5 months. Don’t miss out on this once-in-a-lifetime opportunity!,1
🎉 You Have Won 980187! Claim Now!,"Dear Lucky Winner, Congratulations! You have been selected as the lucky winner of our 52911 cash prize. To claim your prize, please provide your full name, contact number, and bank details. Act fast! This offer expires in 12 hours.",1
💳 Your Credit Card Has Been Charged $4795!,"Dear User, We have processed a transaction of $2387 on your credit card. If you did not authorize this payment, click the link below to cancel.",1
🎉 You Have Won 994162! Claim Now!,"Dear Lucky Winner, Congratulations! You have been selected as the lucky winner of our 941762 cash prize. To claim your prize, please provide your full name, contact number, and bank details. Act fast! This offer expires in 41 hours.",1
🚀 Make $7016 Per Month With This Secret!,Discover the secret strategy to making $11702 per month online. No skills required! Click here to learn more and start earning today!,1
💳 Your Credit Card Has Been Charged $644!,"Dear User, We have processed a transaction of $4954 on your credit card. If you did not authorize this payment, click the link below to cancel.",1
💳 Your Credit Card Has Been Charged $875!,"Dear User, We have processed a transaction of $2051 on your credit card. If you did not authorize this payment, click the link below to cancel.",1
🛑 WARNING: Your Computer Is Infected! Call Now!,"Dear User, Our system has detected a severe virus infection on your computer. Immediate action is required to prevent data loss. Please call our toll-free helpline: 1-800-236-7451 for assistance.",1
📢 Special Promo: Get 59% Off Luxury Watches!,Limited time offer! Get high-end luxury watches at an incredible 56% discount. Click the link below to grab your deal before stocks run out!,1
💼 Work from Home & Earn 5971 Per Week!,"Hello, We are offering a high-paying work-from-home opportunity where you can earn 9750 per week! No experience required. Just provide your full name, phone number, and a small $48 registration fee. Limited slots available! Apply now.",1
🔥 Hot Stock Alert! 715% Growth Potential!,Invest in the hottest stock of the year! Experts predict a 224% increase in just 11 months. Don’t miss out on this once-in-a-lifetime opportunity!,1
🚀 Make $11547 Per Month With This Secret!,Discover the secret strategy to making $9963 per month online. No skills required! Click here to learn more and start earning today!,1
📢 Special Promo: Get 86% Off Luxury Watches!,Limited time offer! Get high-end luxury watches at an incredible 77% discount. Click the link below to grab your deal before stocks run out!,1
📢 Special Promo: Get 75% Off Luxury Watches!,Limited time offer! Get high-end luxury watches at an incredible 58% discount. Click the link below to grab your deal before stocks run out!,1
🚀 Make $5604 Per Month With This Secret!,Discover the secret strategy to making $14515 per month online. No skills required! Click here to learn more and start earning today!,1
🎁 You’ve Won a Target Gift Card!,"Hello, You have been randomly selected to receive a Target Gift Card. To claim your prize, please confirm your details by clicking the link below. Hurry, this offer expires in 21 hours!",1
🎉 You Have Won 446475! Claim Now!,"Dear Lucky Winner, Congratulations! You have been selected as the lucky winner of our 283215 cash prize. To claim your prize, please provide your full name, contact number, and bank details. Act fast! This offer expires in 65 hours.",1
💰 Invest 4056 and Get 5951 in a Week!,Hey there! Looking for a 100% guaranteed investment return? Our crypto trading platform guarantees that an investment of 708 will turn into 2671 in just one week! Click here to invest now.,1
💼 Work from Home & Earn 5935 Per Week!,"Hello, We are offering a high-paying work-from-home opportunity where you can earn 1317 per week! No experience required. Just provide your full name, phone number, and a small $12 registration fee. Limited slots available! Apply now.",1
🎉 You Have Won 93461! Claim Now!,"Dear Lucky Winner, Congratulations! You have been selected as the lucky winner of our 621873 cash prize. To claim your prize, please provide your full name, contact number, and bank details. Act fast! This offer expires in 55 hours.",1
💰 Invest 2421 and Get 5000 in a Week!,Hey there! Looking for a 100% guaranteed investment return? Our crypto trading platform guarantees that an investment of 3730 will turn into 6593 in just one week! Click here to invest now.,1
🛑 WARNING: Your Computer Is Infected! Call Now!,"Dear User, Our system has detected a severe virus infection on your computer. Immediate action is required to prevent data loss. Please call our toll-free helpline: 1-800-182-1325 for assistance.",1
🎁 You’ve Won a Apple Gift Card!,"Hello, You have been randomly selected to receive a Target Gift Card. To claim your prize, please confirm your details by clicking the link below. Hurry, this offer expires in 37 hours!",1
🛑 WARNING: Your Computer Is Infected! Call Now!,"Dear User, Our system has detected a severe virus infection on your computer. Immediate action is required to prevent data loss. Please call our toll-free helpline: 1-800-782-3879 for assistance.",1
🛑 WARNING: Your Computer Is Infected! Call Now!,"Dear User, Our system has detected a severe virus infection on your computer. Immediate action is required to prevent data loss. Please call our toll-free helpline: 1-800-614-8402 for assistance.",1
🚀 Make $16002 Per Month With This Secret!,Discover the secret strategy to making $12108 per month online. No skills required! Click here to learn more and start earning today!,1
📢 Special Promo: Get 80% Off Luxury Watches!,Limited time offer! Get high-end luxury watches at an incredible 67% discount. Click the link below to grab your deal before stocks run out!,1
🔥 Hot Stock Alert! 428% Growth Potential!,Invest in the hottest stock of the year! Experts predict a 493% increase in just 12 months. Don’t miss out on this once-in-a-lifetime opportunity!,1
🚀 Make $13893 Per Month With This Secret!,Discover the secret strategy to making $19056 per month online. No skills required! Click here to learn more and start earning today!,1
🎁 You’ve Won a Apple Gift Card!,"Hello, You have been randomly selected to receive a Apple Gift Card. To claim your prize, please confirm your details by clicking the link below. Hurry, this offer expires in 55 hours!",1
📢 Special Promo: Get 83% Off Luxury Watches!,Limited time offer! Get high-end luxury watches at an incredible 51% discount. Click the link below to grab your deal before stocks run out!,1
💳 Your Credit Card Has Been Charged $1190!,"Dear User, We have processed a transaction of $1235 on your credit card. If you did not authorize this payment, click the link below to cancel.",1
💼 Work from Home & Earn 533 Per Week!,"Hello, We are offering a high-paying work-from-home opportunity where you can earn 8270 per week! No experience required. Just provide your full name, phone number, and a small $32 registration fee. Limited slots available! Apply now.",1
📢 Special Promo: Get 75% Off Luxury Watches!,Limited time offer! Get high-end luxury watches at an incredible 75% discount. Click the link below to grab your deal before stocks run out!,1
💳 Your Credit Card Has Been Charged $2792!,"Dear User, We have processed a transaction of $3448 on your credit card. If you did not authorize this payment, click the link below to cancel.",1
🎉 You Have Won 836435! Claim Now!,"Dear Lucky Winner, Congratulations! You have been selected as the lucky winner of our 164211 cash prize. To claim your prize, please provide your full name, contact number, and bank details. Act fast! This offer expires in 72 hours.",1
🎉 You Have Won 600316! Claim Now!,"Dear Lucky Winner, Congratulations! You have been selected as the lucky winner of our 944554 cash prize. To claim your prize, please provide your full name, contact number, and bank details. Act fast! This offer expires in 53 hours.",1
💳 Your Credit Card Has Been Charged $1430!,"Dear User, We have processed a transaction of $3619 on your credit card. If you did not authorize this payment, click the link below to cancel.",1
🚀 Make $7335 Per Month With This Secret!,Discover the secret strategy to making $19692 per month online. No skills required! Click here to learn more and start earning today!,1
📢 Special Promo: Get 79% Off Luxury Watches!,Limited time offer! Get high-end luxury watches at an incredible 60% discount. Click the link below to grab your deal before stocks run out!,1
🚨 Your Account Will Be Suspended! Urgent Action Required!,"Dear Customer, We have noticed unauthorized access to your PayPal account. To protect your funds, please verify your identity immediately by clicking the link below. If you do not verify within 42 hours, your account will be permanently disabled.",1
🛑 WARNING: Your Computer Is Infected! Call Now!,"Dear User, Our system has detected a severe virus infection on your computer. Immediate action is required to prevent data loss. Please call our toll-free helpline: 1-800-991-6489 for assistance.",1
🚀 Make $6771 Per Month With This Secret!,Discover the secret strategy to making $12002 per month online. No skills required! Click here to learn more and start earning today!,1
💰 Invest 585 and Get 4638 in a Week!,Hey there! Looking for a 100% guaranteed investment return? Our crypto trading platform guarantees that an investment of 2224 will turn into 8629 in just one week! Click here to invest now.,1
💼 Work from Home & Earn 6789 Per Week!,"Hello, We are offering a high-paying work-from-home opportunity where you can earn 4870 per week! No experience required. Just provide your full name, phone number, and a small $29 registration fee. Limited slots available! Apply now.",1
💼 Work from Home & Earn 5896 Per Week!,"Hello, We are offering a high-paying work-from-home opportunity where you can earn 5524 per week! No experience required. Just provide your full name, phone number, and a small $71 registration fee. Limited slots available! Apply now.",1
🎉 You Have Won 822676! Claim Now!,"Dear Lucky Winner, Congratulations! You have been selected as the lucky winner of our 869398 cash prize. To claim your prize, please provide your full name, contact number, and bank details. Act fast! This offer expires in 59 hours.",1
💰 Invest 2645 and Get 8793 in a Week!,Hey there! Looking for a 100% guaranteed investment return? Our crypto trading platform guarantees that an investment of 2427 will turn into 8573 in just one week! Click here to invest now.,1
🎉 You Have Won 14852! Claim Now!,"Dear Lucky Winner, Congratulations! You have been selected as the lucky winner of our 606033 cash prize. To claim your prize, please provide your full name, contact number, and bank details. Act fast! This offer expires in 23 hours.",1
🛑 WARNING: Your Computer Is Infected! Call Now!,"Dear User, Our system has detected a severe virus infection on your computer. Immediate action is required to prevent data loss. Please call our toll-free helpline: 1-800-866-2356 for assistance.",1
🎁 You’ve Won a Walmart Gift Card!,"Hello, You have been randomly selected to receive a Walmart Gift Card. To claim your prize, please confirm your details by clicking the link below. Hurry, this offer expires in 13 hours!",1
💼 Work from Home & Earn 2143 Per Week!,"Hello, We are offering a high-paying work-from-home opportunity where you can earn 3261 per week! No experience required. Just provide your full name, phone number, and a small $35 registration fee. Limited slots available! Apply now.",1
🚨 Your Account Will Be Suspended! Urgent Action Required!,"Dear Customer, We have noticed unauthorized access to your Bank account. To protect your funds, please verify your identity immediately by clicking the link below. If you do not verify within 30 hours, your account will be permanently disabled.",1
🚨 Your Account Will Be Suspended! Urgent Action Required!,"Dear Customer, We have noticed unauthorized access to your Netflix account. To protect your funds, please verify your identity immediately by clicking the link below. If you do not verify within 26 hours, your account will be permanently disabled.",1
🔥 Hot Stock Alert! 816% Growth Potential!,Invest in the hottest stock of the year! Experts predict a 396% increase in just 2 months. Don’t miss out on this once-in-a-lifetime opportunity!,1
💰 Invest 4339 and Get 7465 in a Week!,Hey there! Looking for a 100% guaranteed investment return? Our crypto trading platform guarantees that an investment of 3220 will turn into 3636 in just one week! Click here to invest now.,1
🛑 WARNING: Your Computer Is Infected! Call Now!,"Dear User, Our system has detected a severe virus infection on your computer. Immediate action is required to prevent data loss. Please call our toll-free helpline: 1-800-884-2199 for assistance.",1
📢 Special Promo: Get 63% Off Luxury Watches!,Limited time offer! Get high-end luxury watches at an incredible 69% discount. Click the link below to grab your deal before stocks run out!,1
🎉 You Have Won 873757! Claim Now!,"Dear Lucky Winner, Congratulations! You have been selected as the lucky winner of our 314071 cash prize. To claim your prize, please provide your full name, contact number, and bank details. Act fast! This offer expires in 48 hours.",1
🚀 Make $5736 Per Month With This Secret!,Discover the secret strategy to making $6043 per month online. No skills required! Click here to learn more and start earning today!,1
🎁 You’ve Won a Apple Gift Card!,"Hello, You have been randomly selected to receive a Amazon Gift Card. To claim your prize, please confirm your details by clicking the link below. Hurry, this offer expires in 66 hours!",1
🚨 Your Account Will Be Suspended! Urgent Action Required!,"Dear Customer, We have noticed unauthorized access to your Amazon account. To protect your funds, please verify your identity immediately by clicking the link below. If you do not verify within 62 hours, your account will be permanently disabled.",1
🚨 Your Account Will Be Suspended! Urgent Action Required!,"Dear Customer, We have noticed unauthorized access to your PayPal account. To protect your funds, please verify your identity immediately by clicking the link below. If you do not verify within 51 hours, your account will be permanently disabled.",1
🔥 Hot Stock Alert! 573% Growth Potential!,Invest in the hottest stock of the year! Experts predict a 683% increase in just 6 months. Don’t miss out on this once-in-a-lifetime opportunity!,1
🚨 Your Account Will Be Suspended! Urgent Action Required!,"Dear Customer, We have noticed unauthorized access to your PayPal account. To protect your funds, please verify your identity immediately by clicking the link below. If you do not verify within 17 hours, your account will be permanently disabled.",1
🔥 Hot Stock Alert! 802% Growth Potential!,Invest in the hottest stock of the year! Experts predict a 253% increase in just 5 months. Don’t miss out on this once-in-a-lifetime opportunity!,1
🚀 Make $8973 Per Month With This Secret!,Discover the secret strategy to making $6168 per month online. No skills required! Click here to learn more and start earning today!,1
💳 Your Credit Card Has Been Charged $488!,"Dear User, We have processed a transaction of $1418 on your credit card. If you did not authorize this payment, click the link below to cancel.",1
📢 Special Promo: Get 78% Off Luxury Watches!,Limited time offer! Get high-end luxury watches at an incredible 81% discount. Click the link below to grab your deal before stocks run out!,1
💰 Invest 3251 and Get 7647 in a Week!,Hey there! Looking for a 100% guaranteed investment return? Our crypto trading platform guarantees that an investment of 483 will turn into 1636 in just one week! Click here to invest now.,1
🔥 Hot Stock Alert! 110% Growth Potential!,Invest in the hottest stock of the year! Experts predict a 396% increase in just 6 months. Don’t miss out on this once-in-a-lifetime opportunity!,1
📢 Special Promo: Get 72% Off Luxury Watches!,Limited time offer! Get high-end luxury watches at an incredible 62% discount. Click the link below to grab your deal before stocks run out!,1
📢 Special Promo: Get 69% Off Luxury Watches!,Limited time offer! Get high-end luxury watches at an incredible 63% discount. Click the link below to grab your deal before stocks run out!,1
🎉 You Have Won 634518! Claim Now!,"Dear Lucky Winner, Congratulations! You have been selected as the lucky winner of our 164659 cash prize. To claim your prize, please provide your full name, contact number, and bank details. Act fast! This offer expires in 15 hours.",1
🚀 Make $5477 Per Month With This Secret!,Discover the secret strategy to making $11023 per month online. No skills required! Click here to learn more and start earning today!,1
🎉 You Have Won 414638! Claim Now!,"Dear Lucky Winner, Congratulations! You have been selected as the lucky winner of our 639116 cash prize. To claim your prize, please provide your full name, contact number, and bank details. Act fast! This offer expires in 15 hours.",1
🎉 You Have Won 388288! Claim Now!,"Dear Lucky Winner, Congratulations! You have been selected as the lucky winner of our 88728 cash prize. To claim your prize, please provide your full name, contact number, and bank details. Act fast! This offer expires in 34 hours.",1
💼 Work from Home & Earn 7733 Per Week!,"Hello, We are offering a high-paying work-from-home opportunity where you can earn 3494 per week! No experience required. Just provide your full name, phone number, and a small $88 registration fee. Limited slots available! Apply now.",1
🎉 You Have Won 494226! Claim Now!,"Dear Lucky Winner, Congratulations! You have been selected as the lucky winner of our 260221 cash prize. To claim your prize, please provide your full name, contact number, and bank details. Act fast! This offer expires in 7 hours.",1
🛑 WARNING: Your Computer Is Infected! Call Now!,"Dear User, Our system has detected a severe virus infection on your computer. Immediate action is required to prevent data loss. Please call our toll-free helpline: 1-800-855-6800 for assistance.",1
📢 Special Promo: Get 63% Off Luxury Watches!,Limited time offer! Get high-end luxury watches at an incredible 71% discount. Click the link below to grab your deal before stocks run out!,1
💼 Work from Home & Earn 1526 Per Week!,"Hello, We are offering a high-paying work-from-home opportunity where you can earn 1674 per week! No experience required. Just provide your full name, phone number, and a small $49 registration fee. Limited slots available! Apply now.",1
🛑 WARNING: Your Computer Is Infected! Call Now!,"Dear User, Our system has detected a severe virus infection on your computer. Immediate action is required to prevent data loss. Please call our toll-free helpline: 1-800-457-7181 for assistance.",1
🚨 Your Account Will Be Suspended! Urgent Action Required!,"Dear Customer, We have noticed unauthorized access to your Bank account. To protect your funds, please verify your identity immediately by clicking the link below. If you do not verify within 35 hours, your account will be permanently disabled.",1
🎁 You’ve Won a Walmart Gift Card!,"Hello, You have been randomly selected to receive a Apple Gift Card. To claim your prize, please confirm your details by clicking the link below. Hurry, this offer expires in 30 hours!",1
🎁 You’ve Won a Apple Gift Card!,"Hello, You have been randomly selected to receive a Target Gift Card. To claim your prize, please confirm your details by clicking the link below. Hurry, this offer expires in 42 hours!",1
💰 Invest 4621 and Get 7402 in a Week!,Hey there! Looking for a 100% guaranteed investment return? Our crypto trading platform guarantees that an investment of 2538 will turn into 8678 in just one week! Click here to invest now.,1
📢 Special Promo: Get 87% Off Luxury Watches!,Limited time offer! Get high-end luxury watches at an incredible 90% discount. Click the link below to grab your deal before stocks run out!,1
🛑 WARNING: Your Computer Is Infected! Call Now!,"Dear User, Our system has detected a severe virus infection on your computer. Immediate action is required to prevent data loss. Please call our toll-free helpline: 1-800-862-8658 for assistance.",1
🎉 You Have Won 528116! Claim Now!,"Dear Lucky Winner, Congratulations! You have been selected as the lucky winner of our 800026 cash prize. To claim your prize, please provide your full name, contact number, and bank details. Act fast! This offer expires in 59 hours.",1
💰 Invest 759 and Get 8459 in a Week!,Hey there! Looking for a 100% guaranteed investment return? Our crypto trading platform guarantees that an investment of 4551 will turn into 4408 in just one week! Click here to invest now.,1
🛑 WARNING: Your Computer Is Infected! Call Now!,"Dear User, Our system has detected a severe virus infection on your computer. Immediate action is required to prevent data loss. Please call our toll-free helpline: 1-800-942-3344 for assistance.",1
🎁 You’ve Won a Amazon Gift Card!,"Hello, You have been randomly selected to receive a Walmart Gift Card. To claim your prize, please confirm your details by clicking the link below. Hurry, this offer expires in 59 hours!",1
🚀 Make $11671 Per Month With This Secret!,Discover the secret strategy to making $19549 per month online. No skills required! Click here to learn more and start earning today!,1
🚨 Your Account Will Be Suspended! Urgent Action Required!,"Dear Customer, We have noticed unauthorized access to your Netflix account. To protect your funds, please verify your identity immediately by clicking the link below. If you do not verify within 65 hours, your account will be permanently disabled.",1
💼 Work from Home & Earn 2656 Per Week!,"Hello, We are offering a high-paying work-from-home opportunity where you can earn 9193 per week! No experience required. Just provide your full name, phone number, and a small $34 registration fee. Limited slots available! Apply now.",1
📢 Special Promo: Get 90% Off Luxury Watches!,Limited time offer! Get high-end luxury watches at an incredible 90% discount. Click the link below to grab your deal before stocks run out!,1
🚀 Make $18475 Per Month With This Secret!,Discover the secret strategy to making $12200 per month online. No skills required! Click here to learn more and start earning today!,1
🔥 Hot Stock Alert! 792% Growth Potential!,Invest in the hottest stock of the year! Experts predict a 334% increase in just 7 months. Don’t miss out on this once-in-a-lifetime opportunity!,1
🚀 Make $16451 Per Month With This Secret!,Discover the secret strategy to making $8351 per month online. No skills required! Click here to learn more and start earning today!,1
💳 Your Credit Card Has Been Charged $3254!,"Dear User, We have processed a transaction of $4043 on your credit card. If you did not authorize this payment, click the link below to cancel.",1
🎉 You Have Won 153622! Claim Now!,"Dear Lucky Winner, Congratulations! You have been selected as the lucky winner of our 919974 cash prize. To claim your prize, please provide your full name, contact number, and bank details. Act fast! This offer expires in 14 hours.",1
📢 Special Promo: Get 72% Off Luxury Watches!,Limited time offer! Get high-end luxury watches at an incredible 52% discount. Click the link below to grab your deal before stocks run out!,1
🚀 Make $10039 Per Month With This Secret!,Discover the secret strategy to making $7514 per month online. No skills required! Click here to learn more and start earning today!,1
🎁 You’ve Won a Walmart Gift Card!,"Hello, You have been randomly selected to receive a Target Gift Card. To claim your prize, please confirm your details by clicking the link below. Hurry, this offer expires in 62 hours!",1
🔥 Hot Stock Alert! 299% Growth Potential!,Invest in the hottest stock of the year! Experts predict a 673% increase in just 10 months. Don’t miss out on this once-in-a-lifetime opportunity!,1
💼 Work from Home & Earn 7954 Per Week!,"Hello, We are offering a high-paying work-from-home opportunity where you can earn 962 per week! No experience required. Just provide your full name, phone number, and a small $38 registration fee. Limited slots available! Apply now.",1
📢 Special Promo: Get 50% Off Luxury Watches!,Limited time offer! Get high-end luxury watches at an incredible 71% discount. Click the link below to grab your deal before stocks run out!,1
🎉 You Have Won 542954! Claim Now!,"Dear Lucky Winner, Congratulations! You have been selected as the lucky winner of our 979236 cash prize. To claim your prize, please provide your full name, contact number, and bank details. Act fast! This offer expires in 68 hours.",1
🎉 You Have Won 401690! Claim Now!,"Dear Lucky Winner, Congratulations! You have been selected as the lucky winner of our 218514 cash prize. To claim your prize, please provide your full name, contact number, and bank details. Act fast! This offer expires in 25 hours.",1
🚀 Make $15579 Per Month With This Secret!,Discover the secret strategy to making $12702 per month online. No skills required! Click here to learn more and start earning today!,1
🚨 Your Account Will Be Suspended! Urgent Action Required!,"Dear Customer, We have noticed unauthorized access to your Amazon account. To protect your funds, please verify your identity immediately by clicking the link below. If you do not verify within 8 hours, your account will be permanently disabled.",1
💰 Invest 1288 and Get 3455 in a Week!,Hey there! Looking for a 100% guaranteed investment return? Our crypto trading platform guarantees that an investment of 4654 will turn into 7983 in just one week! Click here to invest now.,1
📢 Special Promo: Get 71% Off Luxury Watches!,Limited time offer! Get high-end luxury watches at an incredible 67% discount. Click the link below to grab your deal before stocks run out!,1
💼 Work from Home & Earn 5564 Per Week!,"Hello, We are offering a high-paying work-from-home opportunity where you can earn 9592 per week! No experience required. Just provide your full name, phone number, and a small $15 registration fee. Limited slots available! Apply now.",1
💰 Invest 471 and Get 1269 in a Week!,Hey there! Looking for a 100% guaranteed investment return? Our crypto trading platform guarantees that an investment of 2404 will turn into 3472 in just one week! Click here to invest now.,1
🚀 Make $16868 Per Month With This Secret!,Discover the secret strategy to making $18121 per month online. No skills required! Click here to learn more and start earning today!,1
💼 Work from Home & Earn 2205 Per Week!,"Hello, We are offering a high-paying work-from-home opportunity where you can earn 9006 per week! No experience required. Just provide your full name, phone number, and a small $30 registration fee. Limited slots available! Apply now.",1
🚨 Your Account Will Be Suspended! Urgent Action Required!,"Dear Customer, We have noticed unauthorized access to your Amazon account. To protect your funds, please verify your identity immediately by clicking the link below. If you do not verify within 12 hours, your account will be permanently disabled.",1
🛑 WARNING: Your Computer Is Infected! Call Now!,"Dear User, Our system has detected a severe virus infection on your computer. Immediate action is required to prevent data loss. Please call our toll-free helpline: 1-800-952-9693 for assistance.",1
🚀 Make $13512 Per Month With This Secret!,Discover the secret strategy to making $13918 per month online. No skills required! Click here to learn more and start earning today!,1
🚀 Make $8594 Per Month With This Secret!,Discover the secret strategy to making $9857 per month online. No skills required! Click here to learn more and start earning today!,1
💰 Invest 3224 and Get 4344 in a Week!,Hey there! Looking for a 100% guaranteed investment return? Our crypto trading platform guarantees that an investment of 3730 will turn into 1232 in just one week! Click here to invest now.,1
💰 Invest 215 and Get 2743 in a Week!,Hey there! Looking for a 100% guaranteed investment return? Our crypto trading platform guarantees that an investment of 2598 will turn into 4335 in just one week! Click here to invest now.,1
🚀 Make $19784 Per Month With This Secret!,Discover the secret strategy to making $16153 per month online. No skills required! Click here to learn more and start earning today!,1
💳 Your Credit Card Has Been Charged $4170!,"Dear User, We have processed a transaction of $2100 on your credit card. If you did not authorize this payment, click the link below to cancel.",1
🚨 Your Account Will Be Suspended! Urgent Action Required!,"Dear Customer, We have noticed unauthorized access to your Bank account. To protect your funds, please verify your identity immediately by clicking the link below. If you do not verify within 46 hours, your account will be permanently disabled.",1
💳 Your Credit Card Has Been Charged $2732!,"Dear User, We have processed a transaction of $4961 on your credit card. If you did not authorize this payment, click the link below to cancel.",1
🚨 Your Account Will Be Suspended! Urgent Action Required!,"Dear Customer, We have noticed unauthorized access to your Amazon account. To protect your funds, please verify your identity immediately by clicking the link below. If you do not verify within 39 hours, your account will be permanently disabled.",1
🚀 Make $19933 Per Month With This Secret!,Discover the secret strategy to making $17608 per month online. No skills required! Click here to learn more and start earning today!,1
💼 Work from Home & Earn 9592 Per Week!,"Hello, We are offering a high-paying work-from-home opportunity where you can earn 1692 per week! No experience required. Just provide your full name, phone number, and a small $15 registration fee. Limited slots available! Apply now.",1
📢 Special Promo: Get 88% Off Luxury Watches!,Limited time offer! Get high-end luxury watches at an incredible 65% discount. Click the link below to grab your deal before stocks run out!,1
🚨 Your Account Will Be Suspended! Urgent Action Required!,"Dear Customer, We have noticed unauthorized access to your PayPal account. To protect your funds, please verify your identity immediately by clicking the link below. If you do not verify within 58 hours, your account will be permanently disabled.",1
🚀 Make $7081 Per Month With This Secret!,Discover the secret strategy to making $8088 per month online. No skills required! Click here to learn more and start earning today!,1
📢 Special Promo: Get 64% Off Luxury Watches!,Limited time offer! Get high-end luxury watches at an incredible 57% discount. Click the link below to grab your deal before stocks run out!,1
🔥 Hot Stock Alert! 770% Growth Potential!,Invest in the hottest stock of the year! Experts predict a 641% increase in just 2 months. Don’t miss out on this once-in-a-lifetime opportunity!,1
💰 Invest 4274 and Get 3145 in a Week!,Hey there! Looking for a 100% guaranteed investment return? Our crypto trading platform guarantees that an investment of 4283 will turn into 8374 in just one week! Click here to invest now.,1
🛑 WARNING: Your Computer Is Infected! Call Now!,"Dear User, Our system has detected a severe virus infection on your computer. Immediate action is required to prevent data loss. Please call our toll-free helpline: 1-800-450-2002 for assistance.",1
💳 Your Credit Card Has Been Charged $1788!,"Dear User, We have processed a transaction of $725 on your credit card. If you did not authorize this payment, click the link below to cancel.",1
🎁 You’ve Won a Target Gift Card!,"Hello, You have been randomly selected to receive a Target Gift Card. To claim your prize, please confirm your details by clicking the link below. Hurry, this offer expires in 38 hours!",1
💼 Work from Home & Earn 7195 Per Week!,"Hello, We are offering a high-paying work-from-home opportunity where you can earn 3244 per week! No experience required. Just provide your full name, phone number, and a small $100 registration fee. Limited slots available! Apply now.",1
💳 Your Credit Card Has Been Charged $324!,"Dear User, We have processed a transaction of $1764 on your credit card. If you did not authorize this payment, click the link below to cancel.",1
🚀 Make $11105 Per Month With This Secret!,Discover the secret strategy to making $8924 per month online. No skills required! Click here to learn more and start earning today!,1
💳 Your Credit Card Has Been Charged $3634!,"Dear User, We have processed a transaction of $1469 on your credit card. If you did not authorize this payment, click the link below to cancel.",1
🚀 Make $5704 Per Month With This Secret!,Discover the secret strategy to making $17898 per month online. No skills required! Click here to learn more and start earning today!,1
🚨 Your Account Will Be Suspended! Urgent Action Required!,"Dear Customer, We have noticed unauthorized access to your PayPal account. To protect your funds, please verify your identity immediately by clicking the link below. If you do not verify within 49 hours, your account will be permanently disabled.",1
💰 Invest 2540 and Get 9167 in a Week!,Hey there! Looking for a 100% guaranteed investment return? Our crypto trading platform guarantees that an investment of 728 will turn into 6206 in just one week! Click here to invest now.,1
🔥 Hot Stock Alert! 850% Growth Potential!,Invest in the hottest stock of the year! Experts predict a 820% increase in just 4 months. Don’t miss out on this once-in-a-lifetime opportunity!,1
🎉 You Have Won 779833! Claim Now!,"Dear Lucky Winner, Congratulations! You have been selected as the lucky winner of our 328032 cash prize. To claim your prize, please provide your full name, contact number, and bank details. Act fast! This offer expires in 32 hours.",1
🛑 WARNING: Your Computer Is Infected! Call Now!,"Dear User, Our system has detected a severe virus infection on your computer. Immediate action is required to prevent data loss. Please call our toll-free helpline: 1-800-950-1861 for assistance.",1
🔥 Hot Stock Alert! 833% Growth Potential!,Invest in the hottest stock of the year! Experts predict a 593% increase in just 4 months. Don’t miss out on this once-in-a-lifetime opportunity!,1
🚨 Your Account Will Be Suspended! Urgent Action Required!,"Dear Customer, We have noticed unauthorized access to your Amazon account. To protect your funds, please verify your identity immediately by clicking the link below. If you do not verify within 64 hours, your account will be permanently disabled.",1
🔥 Hot Stock Alert! 814% Growth Potential!,Invest in the hottest stock of the year! Experts predict a 845% increase in just 9 months. Don’t miss out on this once-in-a-lifetime opportunity!,1
🎉 You Have Won 844646! Claim Now!,"Dear Lucky Winner, Congratulations! You have been selected as the lucky winner of our 718150 cash prize. To claim your prize, please provide your full name, contact number, and bank details. Act fast! This offer expires in 13 hours.",1
📢 Special Promo: Get 80% Off Luxury Watches!,Limited time offer! Get high-end luxury watches at an incredible 66% discount. Click the link below to grab your deal before stocks run out!,1
📢 Special Promo: Get 75% Off Luxury Watches!,Limited time offer! Get high-end luxury watches at an incredible 85% discount. Click the link below to grab your deal before stocks run out!,1
📢 Special Promo: Get 61% Off Luxury Watches!,Limited time offer! Get high-end luxury watches at an incredible 57% discount. Click the link below to grab your deal before stocks run out!,1
📢 Special Promo: Get 71% Off Luxury Watches!,Limited time offer! Get high-end luxury watches at an incredible 65% discount. Click the link below to grab your deal before stocks run out!,1
🛑 WARNING: Your Computer Is Infected! Call Now!,"Dear User, Our system has detected a severe virus infection on your computer. Immediate action is required to prevent data loss. Please call our toll-free helpline: 1-800-200-5949 for assistance.",1
💳 Your Credit Card Has Been Charged $397!,"Dear User, We have processed a transaction of $1718 on your credit card. If you did not authorize this payment, click the link below to cancel.",1
📢 Special Promo: Get 51% Off Luxury Watches!,Limited time offer! Get high-end luxury watches at an incredible 88% discount. Click the link below to grab your deal before stocks run out!,1
📢 Special Promo: Get 78% Off Luxury Watches!,Limited time offer! Get high-end luxury watches at an incredible 86% discount. Click the link below to grab your deal before stocks run out!,1
💼 Work from Home & Earn 9120 Per Week!,"Hello, We are offering a high-paying work-from-home opportunity where you can earn 1955 per week! No experience required. Just provide your full name, phone number, and a small $31 registration fee. Limited slots available! Apply now.",1
